RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~78~Q03~TMC01~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-64.896335 18.335765),C05,TMC01,Q03,78,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~9004~Q09~TSC09~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,42.8,42.8,,,40.2,45.4,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,C03,TSC09,Q09,9004,AGE,5064,RACE,WHT
BRFSS~2022~2022~78~Q19~TSC04~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,93.5,93.5,,,84.6,97.4,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-64.896335 18.335765),C03,TSC04,Q19,78,AGE,5064,RACE,BLK
BRFSS~2022~2022~50~Q27~TMC03~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,21.0,21.0,,,19.5,22.6,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-72.51764079099962 43.62538123900049),C05,TMC03,Q27,50,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~9004~Q38~TGC03~AGE~SEX,2022,2022,WEST,West,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,74.8,74.8,&,Regional estimates may not represent all states in the region,70.8,78.4,Age Group,65 years or older,Sex,Male,,C07,TGC03,Q38,9004,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~51~Q39~TGC04~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-78.45789046299967 37.54268067400045),C07,TGC04,Q39,51,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q33~TOC08~AGE~RACE,2022,2022,WEST,West,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,87.1,87.1,,,81.9,90.9,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C01,TOC08,Q33,9004,AGE,5064,RACE,ASN
BRFSS~2022~2022~51~Q13~TNC04~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,41.0,41.0,,,37.4,44.7,Age Group,50-64 years,Sex,Female,POINT (-78.45789046299967 37.54268067400045),C02,TNC04,Q13,51,AGE,5064,SEX,FEMALE
BRFSS~2022~2022~51~Q20~TSC03~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,55.1,55.1,,,50.5,59.6,Age Group,50-64 years,Sex,Female,POINT (-78.45789046299967 37.54268067400045),C03,TSC03,Q20,51,AGE,5064,SEX,FEMALE
BRFSS~2022~2022~50~Q10~TSC10~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-72.51764079099962 43.62538123900049),C03,TSC10,Q10,50,AGE,5064,RACE,HIS
BRFSS~2022~2022~53~Q11~TSC11~AGE~RACE,2022,2022,WA,Washington,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,39.8,39.8,,,38.3,41.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-120.47001078999972 47.52227862900048),C03,TSC11,Q11,53,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~55~Q39~TGC04~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-89.81637074199966 44.39319117400049),C07,TGC04,Q39,55,AGE,5064,RACE,ASN
BRFSS~2022~2022~53~Q33~TOC08~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,84.5,84.5,,,83.2,85.7,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-120.47001078999972 47.52227862900048),C01,TOC08,Q33,53,AGE,5064,RACE,WHT
BRFSS~2022~2022~51~Q03~TMC01~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,12.2,12.2,,,10.7,13.8,Age Group,Overall,Sex,Female,POINT (-78.45789046299967 37.54268067400045),C05,TMC01,Q03,51,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2022~2022~54~Q33~TOC08~AGE~OVERALL,2022,2022,WV,West Virginia,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,66.8,66.8,,,63.9,69.7,Age Group,50-64 years,,,POINT (-80.71264013499967 38.66551020200046),C01,TOC08,Q33,54,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~78~Q19~TSC04~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-64.896335 18.335765),C03,TSC04,Q19,78,AGE,5064,RACE,NAA
BRFSS~2022~2022~56~Q35~TOC03~AGE~SEX,2022,2022,WY,Wyoming,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,5.9,5.9,,,4.9,6.8,Age Group,Overall,Sex,Male,POINT (-108.10983035299967 43.23554134300048),C01,TOC03,Q35,56,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~54~Q07~TOC05~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-80.71264013499967 38.66551020200046),C01,TOC05,Q07,54,AGE,5064,RACE,ASN
BRFSS~2022~2022~53~Q37~TGC02~AGE~RACE,2022,2022,WA,Washington,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-120.47001078999972 47.52227862900048),C07,TGC02,Q37,53,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~56~Q18~TSC08~AGE~OVERALL,2022,2022,WY,Wyoming,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,35.8,35.8,,,32.6,39.2,Age Group,50-64 years,,,POINT (-108.10983035299967 43.23554134300048),C03,TSC08,Q18,56,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~78~Q27~TMC03~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C05,TMC03,Q27,78,AGE,5064,RACE,ASN
BRFSS~2022~2022~54~Q43~TOC11~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,65.3,65.3,,,62.7,67.8,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-80.71264013499967 38.66551020200046),C01,TOC11,Q43,54,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~78~Q35~TOC03~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-64.896335 18.335765),C01,TOC03,Q35,78,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~51~Q07~TOC05~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,73.6,73.6,,,71.4,75.7,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C01,TOC05,Q07,51,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~50~Q20~TSC03~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-72.51764079099962 43.62538123900049),C03,TSC03,Q20,50,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~51~Q37~TGC02~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-78.45789046299967 37.54268067400045),C07,TGC02,Q37,51,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~53~Q27~TMC03~AGE~RACE,2022,2022,WA,Washington,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,12.5,12.5,,,7.7,19.6,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.47001078999972 47.52227862900048),C05,TMC03,Q27,53,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~53~Q09~TSC09~AGE~OVERALL,2022,2022,WA,Washington,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,66.2,66.2,,,64.9,67.4,Age Group,Overall,,,POINT (-120.47001078999972 47.52227862900048),C03,TSC09,Q09,53,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~55~Q19~TSC04~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,94.5,94.5,,,87.4,97.7,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C03,TSC04,Q19,55,AGE,5064,RACE,BLK
BRFSS~2022~2022~9004~Q34~TOC09~AGE~RACE,2022,2022,WEST,West,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,53.8,53.8,,,45.5,61.8,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,C01,TOC09,Q34,9004,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~51~Q39~TGC04~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),C07,TGC04,Q39,51,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~54~Q16~TNC03~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-80.71264013499967 38.66551020200046),C02,TNC03,Q16,54,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~9004~Q20~TSC03~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,48.0,48.0,,,35.5,60.7,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C03,TSC03,Q20,9004,AGE,5064,RACE,ASN
BRFSS~2022~2022~50~Q31~TCC02~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-72.51764079099962 43.62538123900049),C06,TCC02,Q31,50,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~55~Q43~TOC11~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,58.6,58.6,,,56.0,61.1,Age Group,65 years or older,Sex,Female,POINT (-89.81637074199966 44.39319117400049),C01,TOC11,Q43,55,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~53~Q08~TOC01~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),Number,MEAN,Mean,4.5,4.5,,,4.2,4.8,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-120.47001078999972 47.52227862900048),C01,TOC01,Q08,53,AGE,5064,RACE,WHT
BRFSS~2022~2022~55~Q13~TNC04~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,37.4,37.4,,,35.8,39.0,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C02,TNC04,Q13,55,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~56~Q45~TOC13~AGE~SEX,2022,2022,WY,Wyoming,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,26.8,26.8,,,22.7,31.2,Age Group,Overall,Sex,Male,POINT (-108.10983035299967 43.23554134300048),C01,TOC13,Q45,56,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~55~Q32~TOC07~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,21.4,21.4,,,19.0,23.9,Age Group,65 years or older,Sex,Male,POINT (-89.81637074199966 44.39319117400049),C01,TOC07,Q32,55,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~9004~Q17~TAC01~AGE~RACE,2022,2022,WEST,West,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,8.2,8.2,,,5.3,12.4,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C04,TAC01,Q17,9004,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~53~Q15~TSC02~AGE~SEX,2022,2022,WA,Washington,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,84.9,84.9,,,83.1,86.6,Age Group,65 years or older,Sex,Female,POINT (-120.47001078999972 47.52227862900048),C03,TSC02,Q15,53,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~51~Q35~TOC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-78.45789046299967 37.54268067400045),C01,TOC03,Q35,51,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~51~Q18~TSC08~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-78.45789046299967 37.54268067400045),C03,TSC08,Q18,51,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~54~Q11~TSC11~AGE~OVERALL,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,46.1,46.1,,,42.5,49.7,Age Group,65 years or older,,,POINT (-80.71264013499967 38.66551020200046),C03,TSC11,Q11,54,AGE,65PLUS,OVERALL,OVERALL
